layer,position,neuron,attribution,edge_in_count,edge_in_weight_signed,edge_in_weight_abs,edge_out_count,edge_out_weight_signed,edge_out_weight_abs,necessity_dMargin,necessity_fraction,necessity_sigma,sufficiency_dS,sufficiency_sigma,intervention_position_collapsed,is_bottleneck_candidate,is_super_weight,role
24,40,2598,0.11796493530273437,17,-0.10411381721496582,0.5015790462493896,54,0.20577328652143478,2.55759609490633,0.4875000000000007,0.033707865168539373,25.630583865146285,1.7750000000000004,96.34390226113683,True,True,False,
30,43,4128,0.1134765625,50,-0.44380638003349304,0.8464445471763611,8,-0.015297889709472656,0.05446147918701172,0.1750000000000007,0.012100259291270576,9.6911660385628,-0.037499999999999645,,True,True,False,
20,42,9928,0.1130859375,16,1.9997986927628517,2.109107129275799,52,-2.5114827156066895,9.695086002349854,-0.11250000000000071,-0.0077787381158168165,-4.973098361894082,1.4937500000000004,81.0079432878395,True,True,False,
28,43,6305,0.1105926513671875,37,-2.5511676222085953,3.983472600579262,16,-0.016147390007972717,0.9861776679754257,0.2375000000000007,0.016421780466724337,12.879049603879496,1.0875000000000004,58.85600254863224,True,True,False,
31,42,9503,0.11044921875,48,6.065762273967266,7.168855167925358,0,0.0,0.0,,,,,,True,False,False,
22,43,11137,-0.1099609375,22,-3.9297564402222633,4.595965422689915,29,0.09426307678222656,3.307107925415039,-0.1750000000000007,-0.012100259291270576,-8.16098192721078,-0.41875000000000107,,True,True,False,
28,44,2876,0.1068359375,42,-0.5365602448582649,0.7565542384982109,5,-0.17116546630859375,0.1811981201171875,,,,,,True,False,False,
21,42,3057,-0.105731201171875,17,-2.4212793111801147,2.866288423538208,50,0.08305412530899048,1.250172197818756,-0.41249999999999964,-0.028522039757994787,-20.27493947541418,-0.025000000000000355,,True,True,False,
31,44,9503,0.103515625,73,1.0167319476604462,1.322249412536621,0,0.0,0.0,,,,,,True,False,False,
28,44,545,-0.10234375,42,-1.0016860738396645,2.1957757249474525,5,0.17064666748046875,0.32129669189453125,,,,,,True,False,False,
11,36,4258,0.101873779296875,9,2.268312990665436,2.2854694724082947,77,-0.048785530030727386,1.2020892426371574,,,,,,True,False,False,
28,43,545,-0.0974853515625,38,-1.37186648696661,7.483555294573307,16,-0.1376338005065918,1.2806286811828613,,,,,,True,False,False,
0,40,13463,0.095654296875,0,0.0,0.0,62,-1.4714797660708427,4.224860079586506,,,,,,True,False,False,
22,40,11137,-0.09461517333984375,15,-0.2432137131690979,0.9975490123033524,63,0.6054560616612434,2.074054516851902,-0.1750000000000007,-0.012100259291270576,-8.16098192721078,-0.41875000000000107,,True,True,False,
30,42,3587,0.09447479248046875,39,2.403868056833744,3.8517050370573997,13,-0.2945535480976105,0.3891419470310211,0.1750000000000007,0.012100259291270576,9.6911660385628,-0.043750000000001066,,True,True,False,
10,22,853,-0.09354248046875,6,-5.561279296875,5.561279296875,81,0.35940977185964584,1.717918075621128,,,,,,True,False,False,
30,40,7041,0.0923828125,24,-0.480782613158226,1.2539048194885254,18,-0.019960880279541016,0.020017504692077637,0.21250000000000036,0.014693171996542808,11.6038961777528,0.025000000000000355,,True,True,False,
28,40,3413,-0.0912109375,20,-0.09855040907859802,0.3148639053106308,33,-0.08158226311206818,0.27634814381599426,-0.1750000000000007,-0.012100259291270576,-8.16098192721078,-0.012500000000001066,,True,True,False,
31,43,10463,0.090625,62,-1.5466211438179016,1.978988379240036,0,0.0,0.0,,,,,,True,False,False,
26,44,11984,-0.0904296875,37,-0.12708912789821625,0.776897519826889,8,0.12456893920898438,0.3739585876464844,-0.3000000000000007,-0.020743301642178094,-14.536749057844176,-1.3312500000000007,,True,True,False,
30,43,3587,0.09019012451171875,49,1.5667626410722733,3.636966794729233,8,-0.0998373031616211,0.1970052719116211,0.1750000000000007,0.012100259291270576,9.6911660385628,-0.043750000000001066,,True,True,False,
31,43,2111,0.0888671875,61,0.48426904529333115,1.2379859313368797,0,0.0,0.0,,,,,,True,False,False,
28,44,6305,0.0880859375,41,-0.5645531862974167,1.1129515022039413,5,-0.16379356384277344,0.37112998962402344,0.2375000000000007,0.016421780466724337,12.879049603879496,1.0875000000000004,58.85600254863224,True,True,False,
30,40,4128,0.0875,24,-0.6827469766139984,0.8578376471996307,18,0.033661648631095886,0.04451553523540497,0.1750000000000007,0.012100259291270576,9.6911660385628,-0.037499999999999645,,True,True,False,
15,42,9635,0.0865234375,14,-0.34170109033584595,1.5029025673866272,55,0.3382573127746582,3.804924488067627,,,,,,True,False,False,
28,40,6305,0.08651771545410156,20,-1.8465766310691833,3.146143525838852,38,-0.06766463816165924,1.025981828570366,0.2375000000000007,0.016421780466724337,12.879049603879496,1.0875000000000004,58.85600254863224,True,True,False,
15,41,9635,0.0862060546875,14,-0.22296981513500214,2.0187514275312424,55,-0.11456980556249619,1.281519241631031,,,,,,True,False,False,
24,44,2598,0.0861328125,28,-0.15314336866140366,0.4006301537156105,9,0.20679616928100586,1.0778899192810059,0.4875000000000007,0.033707865168539373,25.630583865146285,1.7750000000000004,96.34390226113683,True,True,False,
30,43,11430,0.08558349609375,48,-0.5856855809688568,0.7958004027605057,8,0.6115570068359375,1.0220184326171875,,,,,,True,False,False,
11,39,4258,0.085565185546875,9,2.678107738494873,2.7970921993255615,77,-0.4920130968093872,2.7631120830774307,,,,,,True,False,False,
31,42,2111,0.08544921875,48,0.5638097003102303,1.3614368364214897,0,0.0,0.0,,,,,,True,False,False,
26,40,11984,-0.08447418212890626,19,0.09839653968811035,1.04801344871521,49,-0.09233332425355911,1.0846190229058266,-0.3000000000000007,-0.020743301642178094,-14.536749057844176,-1.3312500000000007,,True,True,False,
2,14,5789,0.08294677734375,4,0.245819091796875,0.514068603515625,84,-1.524168536067009,2.6599785536527634,,,,,,True,False,False,
30,42,2653,-0.0823028564453125,39,0.8424307182431221,7.2927442118525505,13,-0.318670392036438,0.3428226709365845,,,,,,True,False,False,
30,40,3587,0.08150787353515625,24,1.2795379757881165,2.452353850007057,18,-0.08309709280729294,0.15934918075799942,0.1750000000000007,0.012100259291270576,9.6911660385628,-0.043750000000001066,,True,True,False,
22,44,11137,-0.0814453125,21,-0.9640704095363617,1.3074546158313751,11,0.13103652000427246,0.86618971824646,-0.1750000000000007,-0.012100259291270576,-8.16098192721078,-0.41875000000000107,,True,True,False,
28,43,3413,-0.08125,37,-0.2485406994819641,0.7130207866430283,16,-0.007828503847122192,0.08379456400871277,-0.1750000000000007,-0.012100259291270576,-8.16098192721078,-0.012500000000001066,,True,True,False,
31,40,9127,-0.0798828125,29,-5.253188334405422,6.1789607629179955,0,0.0,0.0,,,,,,True,False,False,
24,44,1619,-0.0791015625,29,-1.4907394349575043,2.1308551132678986,9,-0.5318679809570312,1.4831695556640625,-0.08750000000000036,-0.006050129645635288,-3.6979449357673855,-2.543750000000001,,True,True,False,
0,28,11311,0.07862548828125,0,0.0,0.0,82,-0.4892616271972656,8.751076698303223,,,,,,True,False,False,
20,43,9928,0.0783447265625,16,1.5175553262233734,1.9947596490383148,31,-2.282433032989502,6.031701564788818,-0.11250000000000071,-0.0077787381158168165,-4.973098361894082,1.4937500000000004,81.0079432878395,True,True,False,
26,43,4904,-0.07828369140625,33,0.28634197264909744,1.9052185490727425,22,0.37262606620788574,1.7428157329559326,-0.1999999999999993,-0.013828867761451981,-9.436135353337386,-0.21875,,True,True,False,
5,36,11491,0.07783584594726563,6,0.34623146057128906,0.49161529541015625,81,-0.14064999669790268,2.0910783782601357,,,,,,True,False,False,
30,44,11533,0.077734375,57,-0.3809410631656647,0.5402774661779404,2,0.006078243255615234,0.007288455963134766,,,,,,True,False,False,
22,39,5816,0.07699909210205078,13,0.043473020195961,0.2061019092798233,62,0.051227129995822906,0.28729503601789474,,,,,,True,False,False,
30,44,11430,0.076953125,56,-0.16763050854206085,0.224722757935524,2,0.160797119140625,0.188812255859375,,,,,,True,False,False,
21,42,10092,0.07677001953125,17,0.3930930867791176,0.5826968923211098,50,0.016724467277526855,3.2336978912353516,-0.09999999999999964,-0.006914433880725991,-4.335521648830689,0.049999999999998934,2.2833538915797824,True,True,False,
28,42,2807,0.07640380859375,31,-1.216420866549015,11.060605369508266,26,1.3496770858764648,2.969175338745117,0.1374999999999993,0.009507346585998222,7.778435899372708,0.5812499999999989,31.251276396696966,True,True,False,
18,43,8429,0.0759521484375,16,-2.1956420838832855,2.452438563108444,32,-0.812591016292572,1.5620589852333069,0.5999999999999996,0.04148660328435607,31.368774282716288,0.23749999999999893,12.507326540444671,True,True,False,
31,40,2111,0.07578125,29,-0.35606248676776886,1.3461721390485764,0,0.0,0.0,,,,,,True,False,False,
11,37,4258,0.07523460388183593,9,1.4352982938289642,1.4668494164943695,77,-0.28403567522764206,1.4489819034934044,,,,,,True,False,False,
31,42,10176,-0.074951171875,48,-6.033260710537434,11.498511768877506,0,0.0,0.0,,,,,,True,False,False,
28,42,6394,0.073828125,31,0.25028855353593826,0.5692995563149452,26,0.2118358612060547,0.21499887108802795,-0.01249999999999929,-0.0008643042350907027,0.12751534261270597,0.018749999999998934,,True,True,False,
28,42,1222,0.07301025390625,31,0.492887020111084,2.7593324184417725,26,1.8427026122808456,1.9843035787343979,0.05000000000000071,0.003457216940363057,3.3153989079294037,0.7999999999999989,43.179244487039334,True,True,False,
31,43,5831,0.07294921875,63,0.6687463521957397,1.4372808635234833,0,0.0,0.0,,,,,,True,False,False,
22,42,7356,-0.0728271484375,20,-0.6557830572128296,1.325512334704399,44,0.17369163036346436,0.47857940196990967,-0.01249999999999929,-0.0008643042350907027,0.12751534261270597,-0.05000000000000071,,True,True,False,
23,42,2069,0.07275390625,24,0.8801286593079567,1.0130015835165977,45,-0.23308423161506653,2.764447420835495,0.037499999999999645,0.0025929127052722314,2.6778221948660095,0.96875,52.38081987101779,True,True,False,
1,1,198,0.07235107421875,2,-500.0,500.0,85,-0.8208938539028168,5.612695783376694,,,,,,True,False,True,
